alert_id,clinic_id,alert_type,reference_id,severity,trigger_metric,triggered_date,is_resolved
AL1510,CL0030,Outbreak_Warning,DIS015,High,Geospatial cluster detected: 23 cases within 5km radius,2025-02-08,True
AL1511,CL0034,Outbreak_Warning,DIS008,Medium,Geospatial cluster detected: 21 cases within 5km radius,2021-12-22,True
AL1512,CL0012,Disease_Spike,DIS042,Medium,Cases increased 402% in 72 hours,2022-07-23,True
AL1513,CL0001,Outbreak_Warning,DIS036,High,Geospatial cluster detected: 12 cases within 5km radius,2024-09-19,True
AL1514,CL0022,Disease_Spike,DIS013,High,Cases increased 447% in 48 hours,2024-08-13,True
AL1515,CL0001,Disease_Spike,DIS037,Medium,Cases increased 372% in 72 hours,2021-08-04,True
AL1516,CL0003,Outbreak_Warning,DIS027,High,Geospatial cluster detected: 41 cases within 5km radius,2024-12-24,True
AL1517,CL0040,Outbreak_Warning,DIS024,Critical,Geospatial cluster detected: 11 cases within 5km radius,2021-01-13,True
AL1518,CL0018,Outbreak_Warning,DIS045,Critical,Geospatial cluster detected: 22 cases within 5km radius,2025-08-09,True
AL1519,CL0017,Disease_Spike,DIS043,Critical,Cases increased 475% in 48 hours,2025-12-05,True
AL1520,CL0041,Low_Stock,DRG025,Medium,Current stock 21 < Buffer 87,2024-01-08,True
AL1521,CL0003,Outbreak_Warning,DIS006,Medium,Geospatial cluster detected: 45 cases within 5km radius,2025-07-22,False
AL1522,CL0009,Low_Stock,DRG061,Critical,Current stock 28 < Buffer 96,2022-02-07,True
AL1523,CL0009,Disease_Spike,DIS019,High,Cases increased 452% in 72 hours,2023-06-28,True
AL1524,CL0022,Low_Stock,DRG082,High,Current stock 26 < Buffer 97,2024-01-28,True
AL1525,CL0039,Outbreak_Warning,DIS044,Critical,Geospatial cluster detected: 34 cases within 5km radius,2021-12-21,True
AL1526,CL0042,Outbreak_Warning,DIS029,Medium,Geospatial cluster detected: 19 cases within 5km radius,2021-07-08,True
AL1527,CL0012,Outbreak_Warning,DIS002,High,Geospatial cluster detected: 15 cases within 5km radius,2022-12-28,True
AL1528,CL0026,Disease_Spike,DIS037,High,Cases increased 323% in 72 hours,2024-08-26,True
AL1529,CL0024,Disease_Spike,DIS045,Critical,Cases increased 175% in 24 hours,2025-01-05,True
AL1530,CL0027,Disease_Spike,DIS002,Critical,Cases increased 181% in 24 hours,2024-06-24,True
AL1531,CL0041,Disease_Spike,DIS026,Medium,Cases increased 448% in 72 hours,2023-06-26,True
AL1532,CL0041,Low_Stock,DRG037,High,Current stock 32 < Buffer 127,2025-12-12,True
AL1533,CL0028,Outbreak_Warning,DIS041,Critical,Geospatial cluster detected: 50 cases within 5km radius,2023-02-25,True
AL1534,CL0032,Low_Stock,DRG053,Critical,Current stock 12 < Buffer 123,2023-01-04,True
AL1535,CL0015,Outbreak_Warning,DIS002,Medium,Geospatial cluster detected: 44 cases within 5km radius,2025-04-23,True
AL1536,CL0006,Outbreak_Warning,DIS047,Critical,Geospatial cluster detected: 40 cases within 5km radius,2024-09-28,True
AL1537,CL0024,Disease_Spike,DIS036,Medium,Cases increased 299% in 48 hours,2022-07-16,True
AL1538,CL0030,Disease_Spike,DIS046,Critical,Cases increased 338% in 72 hours,2025-12-03,True
AL1539,CL0029,Outbreak_Warning,DIS015,Medium,Geospatial cluster detected: 27 cases within 5km radius,2024-04-01,True
AL1540,CL0034,Low_Stock,DRG023,Critical,Current stock 19 < Buffer 65,2022-12-03,True
AL1541,CL0040,Disease_Spike,DIS032,Critical,Cases increased 243% in 24 hours,2023-01-26,False
AL1542,CL0020,Low_Stock,DRG062,High,Current stock 37 < Buffer 89,2025-08-10,True
AL1543,CL0041,Disease_Spike,DIS038,High,Cases increased 206% in 24 hours,2023-12-03,True
AL1544,CL0039,Outbreak_Warning,DIS037,Critical,Geospatial cluster detected: 42 cases within 5km radius,2025-02-08,True
AL1545,CL0014,Disease_Spike,DIS015,Critical,Cases increased 367% in 48 hours,2025-02-15,True
AL1546,CL0003,Outbreak_Warning,DIS029,Medium,Geospatial cluster detected: 30 cases within 5km radius,2025-07-20,True
AL1547,CL0012,Disease_Spike,DIS018,High,Cases increased 405% in 72 hours,2022-12-25,True
AL1548,CL0001,Disease_Spike,DIS024,High,Cases increased 181% in 48 hours,2023-04-22,True
AL1549,CL0035,Disease_Spike,DIS019,Medium,Cases increased 379% in 72 hours,2021-06-06,True
AL1550,CL0001,Low_Stock,DRG082,Critical,Current stock 21 < Buffer 70,2022-07-19,True
AL1551,CL0008,Outbreak_Warning,DIS019,Medium,Geospatial cluster detected: 14 cases within 5km radius,2024-10-27,True
AL1552,CL0001,Outbreak_Warning,DIS020,High,Geospatial cluster detected: 20 cases within 5km radius,2022-01-10,True
AL1553,CL0037,Low_Stock,DRG054,Critical,Current stock 22 < Buffer 136,2021-01-28,True
AL1554,CL0046,Outbreak_Warning,DIS022,High,Geospatial cluster detected: 23 cases within 5km radius,2025-06-09,False
AL1555,CL0024,Outbreak_Warning,DIS049,Medium,Geospatial cluster detected: 18 cases within 5km radius,2021-01-27,True
AL1556,CL0049,Outbreak_Warning,DIS041,Medium,Geospatial cluster detected: 26 cases within 5km radius,2024-02-20,True
AL1557,CL0006,Disease_Spike,DIS032,High,Cases increased 406% in 24 hours,2023-12-01,True
AL1558,CL0023,Disease_Spike,DIS029,High,Cases increased 330% in 72 hours,2024-12-26,True
AL1559,CL0028,Low_Stock,DRG008,High,Current stock 9 < Buffer 126,2021-08-07,True
AL1560,CL0003,Outbreak_Warning,DIS002,High,Geospatial cluster detected: 12 cases within 5km radius,2025-12-22,True
AL1561,CL0031,Outbreak_Warning,DIS038,Medium,Geospatial cluster detected: 47 cases within 5km radius,2023-02-10,True
AL1562,CL0003,Disease_Spike,DIS014,High,Cases increased 396% in 72 hours,2022-02-22,True
AL1563,CL0042,Outbreak_Warning,DIS007,Critical,Geospatial cluster detected: 24 cases within 5km radius,2025-03-18,False
AL1564,CL0037,Outbreak_Warning,DIS012,Critical,Geospatial cluster detected: 45 cases within 5km radius,2023-10-14,True
AL1565,CL0033,Low_Stock,DRG046,High,Current stock 13 < Buffer 112,2024-12-03,True
AL1566,CL0031,Disease_Spike,DIS029,High,Cases increased 463% in 72 hours,2025-07-15,True
AL1567,CL0001,Low_Stock,DRG056,Critical,Current stock 9 < Buffer 138,2025-10-01,True
AL1568,CL0002,Disease_Spike,DIS047,Critical,Cases increased 274% in 48 hours,2025-08-19,True
AL1569,CL0002,Low_Stock,DRG029,Critical,Current stock 22 < Buffer 121,2025-06-21,True
AL1570,CL0027,Outbreak_Warning,DIS047,High,Geospatial cluster detected: 20 cases within 5km radius,2025-12-02,True
AL1571,CL0035,Outbreak_Warning,DIS042,High,Geospatial cluster detected: 17 cases within 5km radius,2024-08-06,True
AL1572,CL0011,Outbreak_Warning,DIS025,Medium,Geospatial cluster detected: 12 cases within 5km radius,2021-08-28,True
AL1573,CL0008,Low_Stock,DRG005,Medium,Current stock 39 < Buffer 130,2025-01-16,True
AL1574,CL0049,Disease_Spike,DIS022,High,Cases increased 327% in 24 hours,2023-02-10,True
AL1575,CL0001,Low_Stock,DRG070,Critical,Current stock 32 < Buffer 66,2025-07-04,True
AL1576,CL0045,Disease_Spike,DIS037,High,Cases increased 201% in 48 hours,2024-01-06,True
AL1577,CL0040,Disease_Spike,DIS002,Medium,Cases increased 380% in 72 hours,2021-01-20,True
AL1578,CL0037,Low_Stock,DRG071,Critical,Current stock 33 < Buffer 91,2025-12-13,True
AL1579,CL0043,Disease_Spike,DIS048,Medium,Cases increased 405% in 48 hours,2023-12-11,True
AL1580,CL0031,Low_Stock,DRG076,Medium,Current stock 7 < Buffer 82,2023-01-26,True
AL1581,CL0036,Outbreak_Warning,DIS034,Medium,Geospatial cluster detected: 39 cases within 5km radius,2025-01-22,True
AL1582,CL0010,Disease_Spike,DIS009,Medium,Cases increased 374% in 72 hours,2024-01-01,True
AL1583,CL0013,Disease_Spike,DIS044,High,Cases increased 377% in 72 hours,2024-12-08,True
AL1584,CL0014,Disease_Spike,DIS017,Critical,Cases increased 439% in 24 hours,2024-07-16,True
AL1585,CL0025,Outbreak_Warning,DIS047,Critical,Geospatial cluster detected: 11 cases within 5km radius,2023-03-16,True
AL1586,CL0032,Low_Stock,DRG062,Medium,Current stock 39 < Buffer 83,2025-10-24,True
AL1587,CL0025,Low_Stock,DRG022,Critical,Current stock 7 < Buffer 82,2025-08-27,True
AL1588,CL0025,Outbreak_Warning,DIS033,Critical,Geospatial cluster detected: 47 cases within 5km radius,2025-06-28,True
AL1589,CL0020,Disease_Spike,DIS021,High,Cases increased 395% in 72 hours,2022-07-28,False
AL1590,CL0004,Low_Stock,DRG051,Medium,Current stock 49 < Buffer 115,2025-08-03,True
AL1591,CL0037,Low_Stock,DRG052,Critical,Current stock 10 < Buffer 102,2025-02-18,True
AL1592,CL0001,Disease_Spike,DIS032,High,Cases increased 234% in 24 hours,2022-07-25,False
AL1593,CL0015,Low_Stock,DRG042,Critical,Current stock 25 < Buffer 115,2025-02-07,True
AL1594,CL0030,Outbreak_Warning,DIS048,Medium,Geospatial cluster detected: 43 cases within 5km radius,2022-08-25,True
AL1595,CL0037,Low_Stock,DRG024,High,Current stock 28 < Buffer 95,2024-01-15,True
AL1596,CL0001,Disease_Spike,DIS018,Medium,Cases increased 344% in 24 hours,2024-02-25,True
AL1597,CL0041,Disease_Spike,DIS021,Critical,Cases increased 329% in 72 hours,2024-02-10,True
AL1598,CL0049,Outbreak_Warning,DIS020,High,Geospatial cluster detected: 45 cases within 5km radius,2022-12-20,True
AL1599,CL0006,Outbreak_Warning,DIS034,High,Geospatial cluster detected: 46 cases within 5km radius,2022-01-13,True
AL1600,CL0044,Outbreak_Warning,DIS009,Medium,Geospatial cluster detected: 42 cases within 5km radius,2023-08-26,True
AL1601,CL0019,Low_Stock,DRG032,High,Current stock 24 < Buffer 134,2022-06-23,True
AL1602,CL0049,Low_Stock,DRG060,High,Current stock 24 < Buffer 143,2021-10-23,True
AL1603,CL0045,Disease_Spike,DIS015,High,Cases increased 252% in 72 hours,2024-01-16,True
AL1604,CL0033,Disease_Spike,DIS018,Medium,Cases increased 162% in 48 hours,2025-12-24,True
AL1605,CL0018,Disease_Spike,DIS033,High,Cases increased 484% in 48 hours,2025-06-18,True
AL1606,CL0038,Low_Stock,DRG051,High,Current stock 44 < Buffer 113,2021-07-04,True
AL1607,CL0032,Outbreak_Warning,DIS026,Critical,Geospatial cluster detected: 33 cases within 5km radius,2022-08-20,True
AL1608,CL0012,Disease_Spike,DIS017,High,Cases increased 340% in 24 hours,2022-03-28,True
AL1609,CL0018,Disease_Spike,DIS038,Medium,Cases increased 196% in 48 hours,2025-07-24,True
AL1610,CL0023,Low_Stock,DRG059,High,Current stock 24 < Buffer 76,2021-12-18,True
AL1611,CL0020,Low_Stock,DRG010,Medium,Current stock 50 < Buffer 71,2022-01-12,True
AL1612,CL0030,Outbreak_Warning,DIS048,High,Geospatial cluster detected: 13 cases within 5km radius,2025-12-25,True
AL1613,CL0005,Disease_Spike,DIS006,Medium,Cases increased 268% in 24 hours,2024-03-21,True
AL1614,CL0013,Outbreak_Warning,DIS045,Critical,Geospatial cluster detected: 50 cases within 5km radius,2023-06-06,True
AL1615,CL0026,Disease_Spike,DIS038,Critical,Cases increased 375% in 48 hours,2023-06-05,True
AL1616,CL0013,Disease_Spike,DIS001,High,Cases increased 316% in 48 hours,2023-07-06,True
AL1617,CL0027,Low_Stock,DRG086,Medium,Current stock 19 < Buffer 91,2021-07-02,True
AL1618,CL0023,Disease_Spike,DIS003,Medium,Cases increased 300% in 72 hours,2021-08-11,True
AL1619,CL0030,Low_Stock,DRG100,High,Current stock 12 < Buffer 131,2023-06-27,True
AL1620,CL0004,Outbreak_Warning,DIS003,Medium,Geospatial cluster detected: 22 cases within 5km radius,2023-01-24,True
AL1621,CL0016,Outbreak_Warning,DIS017,Critical,Geospatial cluster detected: 18 cases within 5km radius,2021-01-12,True
AL1622,CL0021,Disease_Spike,DIS035,Medium,Cases increased 271% in 24 hours,2024-05-06,False
AL1623,CL0023,Low_Stock,DRG072,High,Current stock 24 < Buffer 88,2024-01-25,True
AL1624,CL0014,Low_Stock,DRG034,High,Current stock 34 < Buffer 128,2022-01-25,True
AL1625,CL0018,Outbreak_Warning,DIS002,Critical,Geospatial cluster detected: 39 cases within 5km radius,2023-12-22,True
AL1626,CL0006,Disease_Spike,DIS034,Medium,Cases increased 491% in 48 hours,2025-06-23,False
AL1627,CL0019,Outbreak_Warning,DIS036,Medium,Geospatial cluster detected: 27 cases within 5km radius,2023-03-05,True
AL1628,CL0028,Outbreak_Warning,DIS036,High,Geospatial cluster detected: 23 cases within 5km radius,2024-02-17,True
AL1629,CL0023,Disease_Spike,DIS050,High,Cases increased 473% in 24 hours,2023-01-26,True
AL1630,CL0011,Disease_Spike,DIS017,High,Cases increased 499% in 48 hours,2021-06-23,True
AL1631,CL0049,Outbreak_Warning,DIS025,Critical,Geospatial cluster detected: 40 cases within 5km radius,2021-08-17,True
AL1632,CL0016,Disease_Spike,DIS001,Critical,Cases increased 205% in 24 hours,2023-02-16,True
AL1633,CL0010,Outbreak_Warning,DIS025,Critical,Geospatial cluster detected: 34 cases within 5km radius,2024-06-17,True
AL1634,CL0016,Outbreak_Warning,DIS038,Critical,Geospatial cluster detected: 34 cases within 5km radius,2022-07-17,True
AL1635,CL0024,Low_Stock,DRG046,Medium,Current stock 8 < Buffer 129,2024-02-20,True
AL1636,CL0042,Disease_Spike,DIS006,Medium,Cases increased 363% in 72 hours,2023-01-05,True
AL1637,CL0001,Disease_Spike,DIS005,Critical,Cases increased 293% in 48 hours,2024-01-10,True
AL1638,CL0023,Outbreak_Warning,DIS004,Medium,Geospatial cluster detected: 18 cases within 5km radius,2022-02-07,True
AL1639,CL0028,Low_Stock,DRG055,Critical,Current stock 18 < Buffer 125,2024-07-04,True
AL1640,CL0042,Outbreak_Warning,DIS028,Critical,Geospatial cluster detected: 50 cases within 5km radius,2021-06-19,True
AL1641,CL0001,Disease_Spike,DIS038,High,Cases increased 499% in 72 hours,2023-08-26,True
AL1642,CL0005,Outbreak_Warning,DIS044,Medium,Geospatial cluster detected: 15 cases within 5km radius,2022-02-16,True
AL1643,CL0045,Disease_Spike,DIS010,High,Cases increased 196% in 72 hours,2025-03-10,True
AL1644,CL0022,Disease_Spike,DIS043,Critical,Cases increased 376% in 48 hours,2025-01-06,True
AL1645,CL0023,Outbreak_Warning,DIS005,Critical,Geospatial cluster detected: 27 cases within 5km radius,2024-06-13,True
AL1646,CL0033,Low_Stock,DRG044,High,Current stock 46 < Buffer 112,2021-06-21,True
AL1647,CL0039,Low_Stock,DRG010,Medium,Current stock 48 < Buffer 84,2022-11-14,True
AL1648,CL0040,Low_Stock,DRG098,High,Current stock 7 < Buffer 95,2021-02-03,True
AL1649,CL0015,Disease_Spike,DIS005,High,Cases increased 368% in 48 hours,2024-07-14,True
AL1650,CL0045,Disease_Spike,DIS035,Medium,Cases increased 472% in 48 hours,2021-07-08,True
AL1651,CL0019,Low_Stock,DRG006,Medium,Current stock 9 < Buffer 147,2023-01-18,True
AL1652,CL0041,Outbreak_Warning,DIS019,High,Geospatial cluster detected: 35 cases within 5km radius,2022-02-22,True
AL1653,CL0042,Outbreak_Warning,DIS009,Medium,Geospatial cluster detected: 32 cases within 5km radius,2025-07-09,True
AL1654,CL0040,Outbreak_Warning,DIS007,High,Geospatial cluster detected: 25 cases within 5km radius,2023-02-16,True
AL1655,CL0010,Disease_Spike,DIS026,High,Cases increased 340% in 72 hours,2022-02-09,True
AL1656,CL0002,Disease_Spike,DIS036,Critical,Cases increased 254% in 24 hours,2024-07-02,True
AL1657,CL0007,Outbreak_Warning,DIS032,High,Geospatial cluster detected: 16 cases within 5km radius,2022-01-21,True
AL1658,CL0042,Outbreak_Warning,DIS017,High,Geospatial cluster detected: 31 cases within 5km radius,2024-09-04,True
AL1659,CL0048,Disease_Spike,DIS047,Critical,Cases increased 271% in 72 hours,2025-08-10,True
AL1660,CL0001,Outbreak_Warning,DIS011,High,Geospatial cluster detected: 34 cases within 5km radius,2022-01-22,True
AL1661,CL0016,Outbreak_Warning,DIS017,High,Geospatial cluster detected: 10 cases within 5km radius,2023-09-22,False
AL1662,CL0024,Disease_Spike,DIS043,High,Cases increased 299% in 24 hours,2025-02-10,True
AL1663,CL0037,Low_Stock,DRG005,High,Current stock 17 < Buffer 132,2025-02-08,False
AL1664,CL0049,Disease_Spike,DIS043,High,Cases increased 301% in 48 hours,2025-11-06,True
AL1665,CL0010,Outbreak_Warning,DIS034,Medium,Geospatial cluster detected: 38 cases within 5km radius,2025-02-28,True
AL1666,CL0031,Low_Stock,DRG084,High,Current stock 32 < Buffer 145,2022-08-03,True
AL1667,CL0005,Outbreak_Warning,DIS048,Medium,Geospatial cluster detected: 33 cases within 5km radius,2021-07-16,True
AL1668,CL0020,Low_Stock,DRG061,Medium,Current stock 16 < Buffer 108,2025-06-05,True
AL1669,CL0040,Low_Stock,DRG002,Critical,Current stock 24 < Buffer 64,2022-07-05,True
AL1670,CL0044,Low_Stock,DRG016,Critical,Current stock 42 < Buffer 113,2021-02-01,True
AL1671,CL0026,Low_Stock,DRG065,High,Current stock 10 < Buffer 148,2025-01-28,False
AL1672,CL0012,Outbreak_Warning,DIS048,Critical,Geospatial cluster detected: 35 cases within 5km radius,2023-07-15,True
AL1673,CL0025,Outbreak_Warning,DIS049,High,Geospatial cluster detected: 31 cases within 5km radius,2024-01-07,True
AL1674,CL0042,Low_Stock,DRG083,Medium,Current stock 49 < Buffer 135,2025-03-08,True
AL1675,CL0028,Low_Stock,DRG087,High,Current stock 26 < Buffer 89,2022-06-17,False
AL1676,CL0044,Disease_Spike,DIS046,High,Cases increased 325% in 24 hours,2021-07-10,True
AL1677,CL0006,Low_Stock,DRG022,Medium,Current stock 23 < Buffer 105,2024-01-09,True
AL1678,CL0014,Low_Stock,DRG093,Critical,Current stock 9 < Buffer 100,2025-07-01,True
AL1679,CL0022,Outbreak_Warning,DIS023,Critical,Geospatial cluster detected: 47 cases within 5km radius,2024-08-14,True
AL1680,CL0016,Low_Stock,DRG096,Medium,Current stock 9 < Buffer 147,2025-10-12,True
AL1681,CL0004,Low_Stock,DRG044,High,Current stock 43 < Buffer 111,2024-07-23,True
AL1682,CL0014,Disease_Spike,DIS025,Critical,Cases increased 397% in 48 hours,2021-12-17,True
AL1683,CL0044,Outbreak_Warning,DIS001,Medium,Geospatial cluster detected: 24 cases within 5km radius,2023-06-03,True
AL1684,CL0036,Disease_Spike,DIS005,Critical,Cases increased 233% in 48 hours,2024-08-21,True
AL1685,CL0004,Outbreak_Warning,DIS034,High,Geospatial cluster detected: 10 cases within 5km radius,2024-03-07,True
AL1686,CL0011,Low_Stock,DRG037,Medium,Current stock 13 < Buffer 131,2022-04-10,True
AL1687,CL0021,Outbreak_Warning,DIS036,High,Geospatial cluster detected: 38 cases within 5km radius,2021-07-23,True
AL1688,CL0029,Disease_Spike,DIS023,Medium,Cases increased 496% in 24 hours,2024-08-13,True
AL1689,CL0020,Outbreak_Warning,DIS008,Critical,Geospatial cluster detected: 33 cases within 5km radius,2025-07-11,True
AL1690,CL0012,Disease_Spike,DIS025,Medium,Cases increased 341% in 72 hours,2022-01-05,False
AL1691,CL0005,Disease_Spike,DIS015,High,Cases increased 254% in 24 hours,2025-06-27,True
AL1692,CL0013,Outbreak_Warning,DIS003,High,Geospatial cluster detected: 36 cases within 5km radius,2024-06-05,True
AL1693,CL0021,Low_Stock,DRG022,Medium,Current stock 20 < Buffer 75,2024-02-23,True
AL1694,CL0040,Disease_Spike,DIS003,High,Cases increased 416% in 48 hours,2025-07-20,True
AL1695,CL0048,Outbreak_Warning,DIS014,Medium,Geospatial cluster detected: 27 cases within 5km radius,2025-01-28,True
AL1696,CL0015,Low_Stock,DRG081,High,Current stock 27 < Buffer 99,2023-02-11,True
AL1697,CL0031,Disease_Spike,DIS012,Medium,Cases increased 306% in 72 hours,2025-02-11,True
AL1698,CL0031,Low_Stock,DRG039,High,Current stock 41 < Buffer 63,2023-08-01,False
AL1699,CL0031,Outbreak_Warning,DIS009,Critical,Geospatial cluster detected: 17 cases within 5km radius,2022-08-20,True
AL1700,CL0025,Outbreak_Warning,DIS012,Medium,Geospatial cluster detected: 46 cases within 5km radius,2021-01-25,False
AL1701,CL0041,Low_Stock,DRG014,High,Current stock 9 < Buffer 121,2025-12-15,True
AL1702,CL0026,Outbreak_Warning,DIS040,Medium,Geospatial cluster detected: 37 cases within 5km radius,2024-01-15,True
AL1703,CL0036,Outbreak_Warning,DIS008,Medium,Geospatial cluster detected: 19 cases within 5km radius,2021-01-04,False
AL1704,CL0013,Outbreak_Warning,DIS009,High,Geospatial cluster detected: 14 cases within 5km radius,2023-08-25,True
AL1705,CL0034,Outbreak_Warning,DIS012,Medium,Geospatial cluster detected: 31 cases within 5km radius,2022-08-04,True
AL1706,CL0006,Disease_Spike,DIS008,Critical,Cases increased 202% in 48 hours,2021-08-02,True
AL1707,CL0016,Low_Stock,DRG003,High,Current stock 29 < Buffer 77,2023-08-07,True
AL1708,CL0028,Outbreak_Warning,DIS031,Critical,Geospatial cluster detected: 31 cases within 5km radius,2021-01-05,True
AL1709,CL0013,Outbreak_Warning,DIS045,Critical,Geospatial cluster detected: 20 cases within 5km radius,2024-12-01,True
AL1710,CL0049,Outbreak_Warning,DIS005,High,Geospatial cluster detected: 32 cases within 5km radius,2023-07-10,True
AL1711,CL0014,Low_Stock,DRG064,High,Current stock 22 < Buffer 68,2022-08-03,True
AL1712,CL0020,Disease_Spike,DIS027,Medium,Cases increased 403% in 24 hours,2022-12-06,True
AL1713,CL0028,Outbreak_Warning,DIS019,Critical,Geospatial cluster detected: 48 cases within 5km radius,2021-07-06,False
AL1714,CL0037,Low_Stock,DRG029,High,Current stock 27 < Buffer 147,2023-09-10,True
AL1715,CL0006,Disease_Spike,DIS019,Critical,Cases increased 249% in 24 hours,2023-12-27,True
AL1716,CL0003,Low_Stock,DRG044,Medium,Current stock 40 < Buffer 131,2021-04-04,True
AL1717,CL0011,Outbreak_Warning,DIS030,Critical,Geospatial cluster detected: 45 cases within 5km radius,2021-02-08,True
AL1718,CL0017,Outbreak_Warning,DIS046,Medium,Geospatial cluster detected: 31 cases within 5km radius,2022-12-15,True
AL1719,CL0044,Outbreak_Warning,DIS003,High,Geospatial cluster detected: 39 cases within 5km radius,2023-01-01,True
AL1720,CL0019,Disease_Spike,DIS017,Medium,Cases increased 233% in 48 hours,2022-10-11,True
AL1721,CL0024,Low_Stock,DRG064,High,Current stock 39 < Buffer 93,2023-07-07,False
AL1722,CL0030,Disease_Spike,DIS037,Medium,Cases increased 334% in 24 hours,2023-08-05,True
AL1723,CL0038,Low_Stock,DRG003,High,Current stock 37 < Buffer 122,2021-12-10,True
AL1724,CL0030,Low_Stock,DRG084,Critical,Current stock 26 < Buffer 78,2024-02-07,False
AL1725,CL0041,Disease_Spike,DIS031,High,Cases increased 196% in 24 hours,2025-02-14,True
AL1726,CL0043,Disease_Spike,DIS042,Medium,Cases increased 348% in 48 hours,2022-02-25,True
AL1727,CL0046,Low_Stock,DRG093,High,Current stock 39 < Buffer 70,2025-12-05,True
AL1728,CL0027,Disease_Spike,DIS048,Medium,Cases increased 480% in 48 hours,2024-07-20,True
AL1729,CL0020,Low_Stock,DRG068,Critical,Current stock 36 < Buffer 142,2023-06-01,True
AL1730,CL0005,Disease_Spike,DIS036,Critical,Cases increased 482% in 48 hours,2024-02-01,True
AL1731,CL0014,Disease_Spike,DIS048,Medium,Cases increased 198% in 24 hours,2022-07-13,True
AL1732,CL0027,Low_Stock,DRG053,Medium,Current stock 29 < Buffer 112,2023-12-24,True
AL1733,CL0035,Disease_Spike,DIS034,Medium,Cases increased 308% in 72 hours,2025-02-09,True
AL1734,CL0013,Disease_Spike,DIS016,Medium,Cases increased 217% in 24 hours,2024-06-18,True
AL1735,CL0023,Outbreak_Warning,DIS004,Critical,Geospatial cluster detected: 40 cases within 5km radius,2023-12-10,True
AL1736,CL0016,Disease_Spike,DIS031,Medium,Cases increased 439% in 72 hours,2021-05-15,True
AL1737,CL0045,Low_Stock,DRG018,High,Current stock 35 < Buffer 68,2021-01-03,True
AL1738,CL0023,Outbreak_Warning,DIS009,Critical,Geospatial cluster detected: 45 cases within 5km radius,2025-02-22,False
AL1739,CL0002,Low_Stock,DRG014,High,Current stock 40 < Buffer 60,2025-07-24,False
AL1740,CL0016,Outbreak_Warning,DIS038,Medium,Geospatial cluster detected: 18 cases within 5km radius,2023-07-14,True
AL1741,CL0026,Low_Stock,DRG086,High,Current stock 49 < Buffer 107,2023-07-26,True
AL1742,CL0004,Low_Stock,DRG008,Critical,Current stock 14 < Buffer 134,2025-01-15,True
AL1743,CL0041,Low_Stock,DRG070,Medium,Current stock 11 < Buffer 95,2021-08-20,True
AL1744,CL0006,Outbreak_Warning,DIS035,High,Geospatial cluster detected: 46 cases within 5km radius,2024-06-11,True
AL1745,CL0030,Disease_Spike,DIS013,Medium,Cases increased 296% in 24 hours,2021-08-06,True
AL1746,CL0047,Disease_Spike,DIS023,Critical,Cases increased 211% in 48 hours,2022-02-07,True
AL1747,CL0031,Low_Stock,DRG024,High,Current stock 19 < Buffer 77,2023-06-15,True
AL1748,CL0038,Outbreak_Warning,DIS040,High,Geospatial cluster detected: 33 cases within 5km radius,2022-06-14,True
AL1749,CL0028,Low_Stock,DRG087,High,Current stock 36 < Buffer 85,2021-07-14,True
AL1750,CL0010,Outbreak_Warning,DIS046,High,Geospatial cluster detected: 31 cases within 5km radius,2023-01-03,True
AL1751,CL0023,Outbreak_Warning,DIS022,High,Geospatial cluster detected: 24 cases within 5km radius,2025-07-12,True
AL1752,CL0034,Outbreak_Warning,DIS016,Critical,Geospatial cluster detected: 37 cases within 5km radius,2021-04-02,True
AL1753,CL0026,Low_Stock,DRG006,High,Current stock 43 < Buffer 89,2021-08-07,True
AL1754,CL0018,Disease_Spike,DIS039,Medium,Cases increased 333% in 48 hours,2024-02-10,True
AL1755,CL0022,Disease_Spike,DIS019,Critical,Cases increased 303% in 24 hours,2025-12-12,True
AL1756,CL0046,Low_Stock,DRG060,Critical,Current stock 21 < Buffer 103,2022-04-27,True
AL1757,CL0014,Disease_Spike,DIS001,Critical,Cases increased 484% in 24 hours,2024-02-11,False
AL1758,CL0027,Disease_Spike,DIS025,Medium,Cases increased 477% in 24 hours,2021-12-18,True
AL1759,CL0013,Disease_Spike,DIS011,High,Cases increased 351% in 72 hours,2023-12-02,True
AL1760,CL0024,Outbreak_Warning,DIS037,Medium,Geospatial cluster detected: 34 cases within 5km radius,2022-12-14,True
AL1761,CL0013,Disease_Spike,DIS050,High,Cases increased 310% in 24 hours,2023-12-19,True
AL1762,CL0031,Low_Stock,DRG018,High,Current stock 23 < Buffer 71,2022-03-15,True
AL1763,CL0023,Disease_Spike,DIS018,Critical,Cases increased 496% in 72 hours,2025-12-08,True
AL1764,CL0002,Disease_Spike,DIS042,High,Cases increased 469% in 48 hours,2022-08-26,True
AL1765,CL0032,Low_Stock,DRG060,Medium,Current stock 26 < Buffer 73,2025-01-04,True
AL1766,CL0021,Disease_Spike,DIS042,High,Cases increased 349% in 48 hours,2024-02-24,True
AL1767,CL0041,Disease_Spike,DIS024,High,Cases increased 239% in 48 hours,2022-09-10,True
AL1768,CL0026,Low_Stock,DRG092,High,Current stock 24 < Buffer 110,2022-08-16,True
AL1769,CL0043,Disease_Spike,DIS048,Medium,Cases increased 267% in 72 hours,2022-08-25,False
AL1770,CL0045,Disease_Spike,DIS012,Medium,Cases increased 402% in 48 hours,2025-06-09,True
